ID,Keyword,Type,Category,City,Route,CPC (INR),Search Volume,Competition
2948,delhi to chandigarh safe journey,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹165.24,High,High
2949,delhi to chandigarh hassle free taxi,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹154.03,High,High
2950,delhi to chandigarh reliable cab,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹164.19,High,High
2951,delhi to chandigarh fare,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹172.08,High,High
2952,delhi to chandigarh price,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹156.33,High,High
2953,delhi to chandigarh cost,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹167.64,High,High
2954,delhi to chandigarh charges,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹173.90,High,High
2955,delhi to chandigarh rate,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹157.79,High,High
2956,delhi to chandigarh cheap taxi,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹145.05,High,High
2957,delhi to chandigarh best price,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹159.25,High,High
2958,delhi to chandigarh lowest fare,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹151.30,High,High
2959,delhi to chandigarh economical taxi,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹152.18,High,High
2960,delhi to chandigarh affordable cab,Route-Specific,Route,Delhi,Delhi-Chandigarh,₹129.39,High,High
2961,delhi to shimla taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹170.60,High,High
2962,delhi to shimla cab,Route-Specific,Route,Delhi,Delhi-Shimla,₹174.56,High,High
2963,delhi to shimla taxi service,Route-Specific,Route,Delhi,Delhi-Shimla,₹163.26,High,High
2964,delhi to shimla cab booking,Route-Specific,Route,Delhi,Delhi-Shimla,₹202.84,High,High
2965,delhi to shimla car rental,Route-Specific,Route,Delhi,Delhi-Shimla,₹167.52,High,High
2966,delhi to shimla one way taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹153.66,High,High
2967,delhi to shimla round trip,Route-Specific,Route,Delhi,Delhi-Shimla,₹157.84,High,High
2968,delhi to shimla cab fare,Route-Specific,Route,Delhi,Delhi-Shimla,₹168.93,High,High
2969,delhi to shimla taxi price,Route-Specific,Route,Delhi,Delhi-Shimla,₹160.72,High,High
2970,delhi to shimla cheapest cab,Route-Specific,Route,Delhi,Delhi-Shimla,₹149.37,High,High
2971,delhi to shimla best taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹178.62,High,High
2972,delhi to shimla online booking,Route-Specific,Route,Delhi,Delhi-Shimla,₹212.23,High,High
2973,delhi shimla taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹156.43,High,High
2974,taxi from delhi to shimla,Route-Specific,Route,Delhi,Delhi-Shimla,₹162.18,High,High
2975,cab from delhi to shimla,Route-Specific,Route,Delhi,Delhi-Shimla,₹175.51,High,High
2976,book delhi to shimla taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹188.91,High,High
2977,delhi to shimla car hire,Route-Specific,Route,Delhi,Delhi-Shimla,₹171.59,High,High
2978,delhi to shimla taxi rental,Route-Specific,Route,Delhi,Delhi-Shimla,₹166.47,High,High
2979,delhi to shimla cab hire,Route-Specific,Route,Delhi,Delhi-Shimla,₹166.08,High,High
2980,delhi to shimla drop,Route-Specific,Route,Delhi,Delhi-Shimla,₹156.10,High,High
2981,delhi to shimla sedan,Route-Specific,Route,Delhi,Delhi-Shimla,₹158.83,High,High
2982,delhi to shimla suv,Route-Specific,Route,Delhi,Delhi-Shimla,₹161.52,High,High
2983,delhi to shimla innova,Route-Specific,Route,Delhi,Delhi-Shimla,₹158.37,High,High
2984,delhi to shimla ertiga,Route-Specific,Route,Delhi,Delhi-Shimla,₹154.21,High,High
2985,delhi to shimla tempo traveller,Route-Specific,Route,Delhi,Delhi-Shimla,₹162.05,High,High
2986,delhi to shimla ac taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹166.06,High,High
2987,delhi to shimla luxury cab,Route-Specific,Route,Delhi,Delhi-Shimla,₹277.72,High,High
2988,delhi to shimla budget taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹149.90,High,High
2989,delhi to shimla hatchback,Route-Specific,Route,Delhi,Delhi-Shimla,₹177.33,High,High
2990,delhi to shimla mini bus,Route-Specific,Route,Delhi,Delhi-Shimla,₹175.48,High,High
2991,delhi to shimla same day return,Route-Specific,Route,Delhi,Delhi-Shimla,₹175.70,High,High
2992,delhi to shimla drop taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹171.76,High,High
2993,delhi to shimla pickup service,Route-Specific,Route,Delhi,Delhi-Shimla,₹174.16,High,High
2994,delhi to shimla door to door,Route-Specific,Route,Delhi,Delhi-Shimla,₹171.44,High,High
2995,delhi to shimla non stop taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹179.09,High,High
2996,delhi to shimla express cab,Route-Specific,Route,Delhi,Delhi-Shimla,₹164.64,High,High
2997,delhi to shimla comfortable ride,Route-Specific,Route,Delhi,Delhi-Shimla,₹169.01,High,High
2998,delhi to shimla safe journey,Route-Specific,Route,Delhi,Delhi-Shimla,₹156.60,High,High
2999,delhi to shimla hassle free taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹150.51,High,High
3000,delhi to shimla reliable cab,Route-Specific,Route,Delhi,Delhi-Shimla,₹155.17,High,High
3001,delhi to shimla fare,Route-Specific,Route,Delhi,Delhi-Shimla,₹170.94,High,High
3002,delhi to shimla price,Route-Specific,Route,Delhi,Delhi-Shimla,₹159.49,High,High
3003,delhi to shimla cost,Route-Specific,Route,Delhi,Delhi-Shimla,₹168.72,High,High
3004,delhi to shimla charges,Route-Specific,Route,Delhi,Delhi-Shimla,₹177.48,High,High
3005,delhi to shimla rate,Route-Specific,Route,Delhi,Delhi-Shimla,₹163.72,High,High
3006,delhi to shimla cheap taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹134.77,High,High
3007,delhi to shimla best price,Route-Specific,Route,Delhi,Delhi-Shimla,₹153.75,High,High
3008,delhi to shimla lowest fare,Route-Specific,Route,Delhi,Delhi-Shimla,₹169.84,High,High
3009,delhi to shimla economical taxi,Route-Specific,Route,Delhi,Delhi-Shimla,₹159.59,High,High
3010,delhi to shimla affordable cab,Route-Specific,Route,Delhi,Delhi-Shimla,₹136.58,High,High
3011,delhi to manali taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹174.42,High,High
3012,delhi to manali cab,Route-Specific,Route,Delhi,Delhi-Manali,₹176.99,High,High
3013,delhi to manali taxi service,Route-Specific,Route,Delhi,Delhi-Manali,₹177.26,High,High
3014,delhi to manali cab booking,Route-Specific,Route,Delhi,Delhi-Manali,₹189.62,High,High
3015,delhi to manali car rental,Route-Specific,Route,Delhi,Delhi-Manali,₹152.58,High,High
3016,delhi to manali one way taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹163.40,High,High
3017,delhi to manali round trip,Route-Specific,Route,Delhi,Delhi-Manali,₹175.91,High,High
3018,delhi to manali cab fare,Route-Specific,Route,Delhi,Delhi-Manali,₹151.27,High,High
3019,delhi to manali taxi price,Route-Specific,Route,Delhi,Delhi-Manali,₹166.21,High,High
3020,delhi to manali cheapest cab,Route-Specific,Route,Delhi,Delhi-Manali,₹152.21,High,High
3021,delhi to manali best taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹178.42,High,High
3022,delhi to manali online booking,Route-Specific,Route,Delhi,Delhi-Manali,₹212.14,High,High
3023,delhi manali taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹156.03,High,High
3024,taxi from delhi to manali,Route-Specific,Route,Delhi,Delhi-Manali,₹155.32,High,High
3025,cab from delhi to manali,Route-Specific,Route,Delhi,Delhi-Manali,₹154.63,High,High
3026,book delhi to manali taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹197.93,High,High
3027,delhi to manali car hire,Route-Specific,Route,Delhi,Delhi-Manali,₹176.23,High,High
3028,delhi to manali taxi rental,Route-Specific,Route,Delhi,Delhi-Manali,₹151.79,High,High
3029,delhi to manali cab hire,Route-Specific,Route,Delhi,Delhi-Manali,₹177.39,High,High
3030,delhi to manali drop,Route-Specific,Route,Delhi,Delhi-Manali,₹161.89,High,High
3031,delhi to manali sedan,Route-Specific,Route,Delhi,Delhi-Manali,₹168.46,High,High
3032,delhi to manali suv,Route-Specific,Route,Delhi,Delhi-Manali,₹170.09,High,High
3033,delhi to manali innova,Route-Specific,Route,Delhi,Delhi-Manali,₹169.11,High,High
3034,delhi to manali ertiga,Route-Specific,Route,Delhi,Delhi-Manali,₹158.73,High,High
3035,delhi to manali tempo traveller,Route-Specific,Route,Delhi,Delhi-Manali,₹176.60,High,High
3036,delhi to manali ac taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹174.81,High,High
3037,delhi to manali luxury cab,Route-Specific,Route,Delhi,Delhi-Manali,₹280.64,High,High
3038,delhi to manali budget taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹143.73,High,High
3039,delhi to manali hatchback,Route-Specific,Route,Delhi,Delhi-Manali,₹160.96,High,High
3040,delhi to manali mini bus,Route-Specific,Route,Delhi,Delhi-Manali,₹158.42,High,High
3041,delhi to manali same day return,Route-Specific,Route,Delhi,Delhi-Manali,₹171.69,High,High
3042,delhi to manali drop taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹161.21,High,High
3043,delhi to manali pickup service,Route-Specific,Route,Delhi,Delhi-Manali,₹156.09,High,High
3044,delhi to manali door to door,Route-Specific,Route,Delhi,Delhi-Manali,₹159.97,High,High
3045,delhi to manali non stop taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹168.14,High,High
3046,delhi to manali express cab,Route-Specific,Route,Delhi,Delhi-Manali,₹163.17,High,High
3047,delhi to manali comfortable ride,Route-Specific,Route,Delhi,Delhi-Manali,₹179.24,High,High
3048,delhi to manali safe journey,Route-Specific,Route,Delhi,Delhi-Manali,₹159.88,High,High
3049,delhi to manali hassle free taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹153.64,High,High
3050,delhi to manali reliable cab,Route-Specific,Route,Delhi,Delhi-Manali,₹153.77,High,High
3051,delhi to manali fare,Route-Specific,Route,Delhi,Delhi-Manali,₹170.23,High,High
3052,delhi to manali price,Route-Specific,Route,Delhi,Delhi-Manali,₹164.59,High,High
3053,delhi to manali cost,Route-Specific,Route,Delhi,Delhi-Manali,₹159.75,High,High
3054,delhi to manali charges,Route-Specific,Route,Delhi,Delhi-Manali,₹171.70,High,High
3055,delhi to manali rate,Route-Specific,Route,Delhi,Delhi-Manali,₹153.85,High,High
3056,delhi to manali cheap taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹143.27,High,High
3057,delhi to manali best price,Route-Specific,Route,Delhi,Delhi-Manali,₹151.45,High,High
3058,delhi to manali lowest fare,Route-Specific,Route,Delhi,Delhi-Manali,₹174.63,High,High
3059,delhi to manali economical taxi,Route-Specific,Route,Delhi,Delhi-Manali,₹174.80,High,High
3060,delhi to manali affordable cab,Route-Specific,Route,Delhi,Delhi-Manali,₹148.18,High,High
3061,delhi to amritsar taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹173.67,High,High
3062,delhi to amritsar cab,Route-Specific,Route,Delhi,Delhi-Amritsar,₹165.48,High,High
3063,delhi to amritsar taxi service,Route-Specific,Route,Delhi,Delhi-Amritsar,₹153.98,High,High
3064,delhi to amritsar cab booking,Route-Specific,Route,Delhi,Delhi-Amritsar,₹192.77,High,High
3065,delhi to amritsar car rental,Route-Specific,Route,Delhi,Delhi-Amritsar,₹166.27,High,High
3066,delhi to amritsar one way taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹174.05,High,High
3067,delhi to amritsar round trip,Route-Specific,Route,Delhi,Delhi-Amritsar,₹163.58,High,High
3068,delhi to amritsar cab fare,Route-Specific,Route,Delhi,Delhi-Amritsar,₹173.65,High,High
3069,delhi to amritsar taxi price,Route-Specific,Route,Delhi,Delhi-Amritsar,₹152.13,High,High
3070,delhi to amritsar cheapest cab,Route-Specific,Route,Delhi,Delhi-Amritsar,₹153.16,High,High
3071,delhi to amritsar best taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹165.22,High,High
3072,delhi to amritsar online booking,Route-Specific,Route,Delhi,Delhi-Amritsar,₹189.28,High,High
3073,delhi amritsar taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹154.08,High,High
3074,taxi from delhi to amritsar,Route-Specific,Route,Delhi,Delhi-Amritsar,₹168.59,High,High
3075,cab from delhi to amritsar,Route-Specific,Route,Delhi,Delhi-Amritsar,₹157.78,High,High
3076,book delhi to amritsar taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹201.10,High,High
3077,delhi to amritsar car hire,Route-Specific,Route,Delhi,Delhi-Amritsar,₹173.64,High,High
3078,delhi to amritsar taxi rental,Route-Specific,Route,Delhi,Delhi-Amritsar,₹179.02,High,High
3079,delhi to amritsar cab hire,Route-Specific,Route,Delhi,Delhi-Amritsar,₹172.06,High,High
3080,delhi to amritsar drop,Route-Specific,Route,Delhi,Delhi-Amritsar,₹177.71,High,High
3081,delhi to amritsar sedan,Route-Specific,Route,Delhi,Delhi-Amritsar,₹160.92,High,High
3082,delhi to amritsar suv,Route-Specific,Route,Delhi,Delhi-Amritsar,₹150.89,High,High
3083,delhi to amritsar innova,Route-Specific,Route,Delhi,Delhi-Amritsar,₹155.54,High,High
3084,delhi to amritsar ertiga,Route-Specific,Route,Delhi,Delhi-Amritsar,₹166.19,High,High
3085,delhi to amritsar tempo traveller,Route-Specific,Route,Delhi,Delhi-Amritsar,₹165.55,High,High
3086,delhi to amritsar ac taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹156.04,High,High
3087,delhi to amritsar luxury cab,Route-Specific,Route,Delhi,Delhi-Amritsar,₹292.54,High,High
3088,delhi to amritsar budget taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹151.15,High,High
3089,delhi to amritsar hatchback,Route-Specific,Route,Delhi,Delhi-Amritsar,₹176.62,High,High
3090,delhi to amritsar mini bus,Route-Specific,Route,Delhi,Delhi-Amritsar,₹155.31,High,High
3091,delhi to amritsar same day return,Route-Specific,Route,Delhi,Delhi-Amritsar,₹171.04,High,High
3092,delhi to amritsar drop taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹154.04,High,High
3093,delhi to amritsar pickup service,Route-Specific,Route,Delhi,Delhi-Amritsar,₹177.40,High,High
3094,delhi to amritsar door to door,Route-Specific,Route,Delhi,Delhi-Amritsar,₹171.35,High,High
3095,delhi to amritsar non stop taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹159.36,High,High
3096,delhi to amritsar express cab,Route-Specific,Route,Delhi,Delhi-Amritsar,₹176.93,High,High
3097,delhi to amritsar comfortable ride,Route-Specific,Route,Delhi,Delhi-Amritsar,₹158.98,High,High
3098,delhi to amritsar safe journey,Route-Specific,Route,Delhi,Delhi-Amritsar,₹169.61,High,High
3099,delhi to amritsar hassle free taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹173.45,High,High
3100,delhi to amritsar reliable cab,Route-Specific,Route,Delhi,Delhi-Amritsar,₹157.25,High,High
3101,delhi to amritsar fare,Route-Specific,Route,Delhi,Delhi-Amritsar,₹177.19,High,High
3102,delhi to amritsar price,Route-Specific,Route,Delhi,Delhi-Amritsar,₹171.63,High,High
3103,delhi to amritsar cost,Route-Specific,Route,Delhi,Delhi-Amritsar,₹177.53,High,High
3104,delhi to amritsar charges,Route-Specific,Route,Delhi,Delhi-Amritsar,₹151.73,High,High
3105,delhi to amritsar rate,Route-Specific,Route,Delhi,Delhi-Amritsar,₹176.35,High,High
3106,delhi to amritsar cheap taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹127.97,High,High
3107,delhi to amritsar best price,Route-Specific,Route,Delhi,Delhi-Amritsar,₹151.57,High,High
3108,delhi to amritsar lowest fare,Route-Specific,Route,Delhi,Delhi-Amritsar,₹164.31,High,High
3109,delhi to amritsar economical taxi,Route-Specific,Route,Delhi,Delhi-Amritsar,₹167.84,High,High
3110,delhi to amritsar affordable cab,Route-Specific,Route,Delhi,Delhi-Amritsar,₹139.96,High,High
3111,delhi to dehradun taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹161.70,High,High
3112,delhi to dehradun cab,Route-Specific,Route,Delhi,Delhi-Dehradun,₹174.67,High,High
3113,delhi to dehradun taxi service,Route-Specific,Route,Delhi,Delhi-Dehradun,₹151.08,High,High
3114,delhi to dehradun cab booking,Route-Specific,Route,Delhi,Delhi-Dehradun,₹207.04,High,High
3115,delhi to dehradun car rental,Route-Specific,Route,Delhi,Delhi-Dehradun,₹154.89,High,High
3116,delhi to dehradun one way taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹178.15,High,High
3117,delhi to dehradun round trip,Route-Specific,Route,Delhi,Delhi-Dehradun,₹150.52,High,High
3118,delhi to dehradun cab fare,Route-Specific,Route,Delhi,Delhi-Dehradun,₹150.42,High,High
3119,delhi to dehradun taxi price,Route-Specific,Route,Delhi,Delhi-Dehradun,₹163.68,High,High
3120,delhi to dehradun cheapest cab,Route-Specific,Route,Delhi,Delhi-Dehradun,₹130.31,High,High
3121,delhi to dehradun best taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹175.77,High,High
3122,delhi to dehradun online booking,Route-Specific,Route,Delhi,Delhi-Dehradun,₹185.61,High,High
3123,delhi dehradun taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹178.66,High,High
3124,taxi from delhi to dehradun,Route-Specific,Route,Delhi,Delhi-Dehradun,₹179.72,High,High
3125,cab from delhi to dehradun,Route-Specific,Route,Delhi,Delhi-Dehradun,₹157.41,High,High
3126,book delhi to dehradun taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹209.05,High,High
3127,delhi to dehradun car hire,Route-Specific,Route,Delhi,Delhi-Dehradun,₹172.05,High,High
3128,delhi to dehradun taxi rental,Route-Specific,Route,Delhi,Delhi-Dehradun,₹176.64,High,High
3129,delhi to dehradun cab hire,Route-Specific,Route,Delhi,Delhi-Dehradun,₹166.16,High,High
3130,delhi to dehradun drop,Route-Specific,Route,Delhi,Delhi-Dehradun,₹156.29,High,High
3131,delhi to dehradun sedan,Route-Specific,Route,Delhi,Delhi-Dehradun,₹153.38,High,High
3132,delhi to dehradun suv,Route-Specific,Route,Delhi,Delhi-Dehradun,₹152.00,High,High
3133,delhi to dehradun innova,Route-Specific,Route,Delhi,Delhi-Dehradun,₹161.41,High,High
3134,delhi to dehradun ertiga,Route-Specific,Route,Delhi,Delhi-Dehradun,₹163.67,High,High
3135,delhi to dehradun tempo traveller,Route-Specific,Route,Delhi,Delhi-Dehradun,₹161.32,High,High
3136,delhi to dehradun ac taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹156.29,High,High
3137,delhi to dehradun luxury cab,Route-Specific,Route,Delhi,Delhi-Dehradun,₹296.25,High,High
3138,delhi to dehradun budget taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹146.56,High,High
3139,delhi to dehradun hatchback,Route-Specific,Route,Delhi,Delhi-Dehradun,₹154.86,High,High
3140,delhi to dehradun mini bus,Route-Specific,Route,Delhi,Delhi-Dehradun,₹172.79,High,High
3141,delhi to dehradun same day return,Route-Specific,Route,Delhi,Delhi-Dehradun,₹166.61,High,High
3142,delhi to dehradun drop taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹157.26,High,High
3143,delhi to dehradun pickup service,Route-Specific,Route,Delhi,Delhi-Dehradun,₹158.27,High,High
3144,delhi to dehradun door to door,Route-Specific,Route,Delhi,Delhi-Dehradun,₹157.57,High,High
3145,delhi to dehradun non stop taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹156.27,High,High
3146,delhi to dehradun express cab,Route-Specific,Route,Delhi,Delhi-Dehradun,₹157.02,High,High
3147,delhi to dehradun comfortable ride,Route-Specific,Route,Delhi,Delhi-Dehradun,₹150.99,High,High
3148,delhi to dehradun safe journey,Route-Specific,Route,Delhi,Delhi-Dehradun,₹169.14,High,High
3149,delhi to dehradun hassle free taxi,Route-Specific,Route,Delhi,Delhi-Dehradun,₹150.06,High,High
3150,delhi to dehradun reliable cab,Route-Specific,Route,Delhi,Delhi-Dehradun,₹155.42,High,High
3151,delhi to dehradun fare,Route-Specific,Route,Delhi,Delhi-Dehradun,₹165.82,High,High
3152,delhi to dehradun price,Route-Specific,Route,Delhi,Delhi-Dehradun,₹170.72,High,High
3153,delhi to dehradun cost,Route-Specific,Route,Delhi,Delhi-Dehradun,₹158.99,High,High
3154,delhi to dehradun charges,Route-Specific,Route,Delhi,Delhi-Dehradun,₹169.68,High,High
